"C14ID","SiteID","C14Age","C14Error","LabCode","deltaC13","deltaC13Error","Material","calCurve","Region","Ref"
2118,332,3180,27,"IAAA-121914",-25.78,0.49,"Wood","intcal13",3,"恵庭市教育委員会, 2013"
2119,332,3056,26,"IAAA-121917",-29.47,0.41,"Wood","intcal13",3,"恵庭市教育委員会, 2013"
2120,332,3087,28,"IAAA-121919",-30.84,0.41,"Lacquer","intcal13",3,"恵庭市教育委員会, 2013"
2121,332,3179,27,"IAAA-121920",-25.78,0.37,"Wood","intcal13",3,"恵庭市教育委員会, 2013"
2122,332,3864,26,"IAAA-121921",-27.22,0.37,"Wood","intcal13",3,"恵庭市教育委員会, 2013"
2123,333,4243,28,"IAAA-111895",-26.25,0.43,"Charred Remain","intcal13",3,"標津町教育委員会, 2012.3"
2124,333,4377,29,"IAAA-111896",-30.27,0.46,"Charred Remain","intcal13",3,"標津町教育委員会, 2012.3"
2125,333,4369,28,"IAAA-111897",-31.05,0.48,"Charred Remain","intcal13",3,"標津町教育委員会, 2012.3"
2126,333,4494,28,"IAAA-111898",-27.6,0.51,"Charred Remain","intcal13",3,"標津町教育委員会, 2012.3"
2127,335,3260,30,"IAAA-51903",-25.82,0.74,"Wood","intcal13",3,"北埋調報232　北海道埋蔵文化財センター"
2128,335,3130,30,"IAAA-51904",-26.81,0.89,"Wood","intcal13",3,"北埋調報232　北海道埋蔵文化財センター"
2129,335,3200,40,"IAAA-51905",-26.67,0.92,"Wood","intcal13",3,"北埋調報232　北海道埋蔵文化財センター"
2130,335,3240,40,"IAAA-51906",-25.56,0.73,"Wood","intcal13",3,"北埋調報232　北海道埋蔵文化財センター"
2131,335,3170,40,"IAAA-51907",-28,0.77,"Wood","intcal13",3,"北埋調報232　北海道埋蔵文化財センター"
2133,335,3050,30,"IAAA-51909",-27.29,0.87,"Wood","intcal13",3,"北埋調報232　北海道埋蔵文化財センター"
2134,335,3370,40,"IAAA-51910",-25.1,0.97,"Wood","intcal13",3,"北埋調報232　北海道埋蔵文化財センター"
2138,335,3120,30,"IAAA-51915",-27.28,0.81,"Wood","intcal13",3,"北埋調報232　北海道埋蔵文化財センター"
2140,335,4110,40,"IAAA-51917",-26,0.92,"Wood","intcal13",3,"北埋調報232　北海道埋蔵文化財センター"
2143,337,4490,40,"IAAA-51441",-26.77,0.98,"Charred Remain","intcal13",3,"北埋調報234　北海道埋蔵文化財センター"
2144,337,4370,40,"IAAA-51442",-28.35,0.87,"Wood","intcal13",3,"北埋調報234　北海道埋蔵文化財センター"
2145,337,4630,40,"IAAA-51443",-27.17,0.98,"Charred Remain","intcal13",3,"北埋調報234　北海道埋蔵文化財センター"
2147,338,4430,40,"IAAA-51663",-27.72,0.81,"Wood","intcal13",3,"北埋調報235　北海道埋蔵文化財センター"
2148,338,4520,40,"IAAA-51664",-28.31,0.89,"Wood","intcal13",3,"北埋調報235　北海道埋蔵文化財センター"
2149,338,4450,40,"IAAA-51665",-29.14,0.87,"Wood","intcal13",3,"北埋調報235　北海道埋蔵文化財センター"
2150,338,4460,40,"IAAA-51666",-27.19,0.93,"Wood","intcal13",3,"北埋調報235　北海道埋蔵文化財センター"
2151,338,3530,40,"IAAA-51667",-26.27,0.85,"Wood","intcal13",3,"北埋調報235　北海道埋蔵文化財センター"
2152,273,2505,24,"PLD-3926",-29.07,0.2,"Charred Remain","intcal13",3,"北埋調報240　北海道埋蔵文化財センター"
2155,273,2524,19,"PLD-3929",-25.18,0.11,"Charred Remain","intcal13",3,"北埋調報240　北海道埋蔵文化財センター"
2156,273,2522,21,"PLD-3930",-26.49,0.12,"Charred Remain","intcal13",3,"北埋調報240　北海道埋蔵文化財センター"
2157,273,2498,19,"PLD-3931",-25.81,0.11,"Charred Remain","intcal13",3,"北埋調報240　北海道埋蔵文化財センター"
2159,273,2529,19,"PLD-3933",-24.14,0.14,"Charred Remain","intcal13",3,"北埋調報240　北海道埋蔵文化財センター"
2161,273,2521,19,"PLD-3935",-24.69,0.12,"Charred Remain","intcal13",3,"北埋調報240　北海道埋蔵文化財センター"
2163,273,2529,19,"PLD-3937",-24.28,0.15,"Charred Remain","intcal13",3,"北埋調報240　北海道埋蔵文化財センター"
2164,273,2506,19,"PLD-3938",-27.26,0.12,"Charred Remain","intcal13",3,"北埋調報240　北海道埋蔵文化財センター"
2166,273,2513,20,"PLD-3940",-26.91,0.18,"Charred Remain","intcal13",3,"北埋調報240　北海道埋蔵文化財センター"
2169,273,2518,22,"PLD-3943",-24.63,0.11,"Charred Remain","intcal13",3,"北埋調報240　北海道埋蔵文化財センター"
2173,273,2521,23,"PLD-3947",-25.66,0.13,"Charred Remain","intcal13",3,"北埋調報240　北海道埋蔵文化財センター"
2192,273,2534,21,"PLD-4232",-25.23,0.14,"Charred Remain","intcal13",3,"北埋調報240　北海道埋蔵文化財センター"
2193,273,2518,22,"PLD-4233",-28.42,0.15,"Charred Remain","intcal13",3,"北埋調報240　北海道埋蔵文化財センター"
2196,273,2506,22,"PLD-4236",-24.48,0.13,"Charred Remain","intcal13",3,"北埋調報240　北海道埋蔵文化財センター"
2197,273,2513,21,"PLD-4237",-25.14,0.12,"Charred Remain","intcal13",3,"北埋調報240　北海道埋蔵文化財センター"
2198,273,2498,21,"PLD-4238",-24.11,0.12,"Charred Remain","intcal13",3,"北埋調報240　北海道埋蔵文化財センター"
2199,273,2515,22,"PLD-4239",-26.31,0.15,"Charred Remain","intcal13",3,"北埋調報240　北海道埋蔵文化財センター"
2200,273,2534,22,"PLD-4240",-25.24,0.13,"Charred Remain","intcal13",3,"北埋調報240　北海道埋蔵文化財センター"
2201,273,2538,22,"PLD-4241",-24.22,0.12,"Charred Remain","intcal13",3,"北埋調報240　北海道埋蔵文化財センター"
2202,273,2562,22,"PLD-4242",-26.84,0.14,"Charred Remain","intcal13",3,"北埋調報240　北海道埋蔵文化財センター"
2203,273,2517,22,"PLD-4243",-26.03,0.12,"Charred Remain","intcal13",3,"北埋調報240　北海道埋蔵文化財センター"
2204,273,2529,22,"PLD-4244",-24.72,0.14,"Charred Remain","intcal13",3,"北埋調報240　北海道埋蔵文化財センター"
2207,273,2520,24,"PLD-4247",-26.23,0.16,"Charred Remain","intcal13",3,"北埋調報240　北海道埋蔵文化財センター"
2208,273,2499,23,"PLD-4248",-25.27,0.13,"Charred Remain","intcal13",3,"北埋調報240　北海道埋蔵文化財センター"
2209,273,2538,24,"PLD-4249",-26.99,0.19,"Charred Remain","intcal13",3,"北埋調報240　北海道埋蔵文化財センター"
2210,273,2507,22,"PLD-4250",-25.83,0.13,"Charred Remain","intcal13",3,"北埋調報240　北海道埋蔵文化財センター"
2211,273,2538,23,"PLD-4251",-24.2,0.16,"Charred Remain","intcal13",3,"北埋調報240　北海道埋蔵文化財センター"
2213,273,2530,23,"PLD-4253",-24.11,0.13,"Charred Remain","intcal13",3,"北埋調報240　北海道埋蔵文化財センター"
2216,273,2510,22,"PLD-4256",-25.24,0.12,"Charred Remain","intcal13",3,"北埋調報240　北海道埋蔵文化財センター"
2217,273,2538,22,"PLD-4257",-24.87,0.14,"Charred Remain","intcal13",3,"北埋調報240　北海道埋蔵文化財センター"
2219,273,2504,22,"PLD-4259",-24.54,0.1,"Charred Remain","intcal13",3,"北埋調報240　北海道埋蔵文化財センター"
2220,273,2554,22,"PLD-4260",-24.45,0.12,"Charred Remain","intcal13",3,"北埋調報240　北海道埋蔵文化財センター"
2222,273,2554,22,"PLD-4262",-24.81,0.13,"Charred Remain","intcal13",3,"北埋調報240　北海道埋蔵文化財センター"
2223,273,2522,22,"PLD-4263",-24.58,0.13,"Charred Remain","intcal13",3,"北埋調報240　北海道埋蔵文化財センター"
2224,273,2523,22,"PLD-4264",-24.75,0.13,"Charred Remain","intcal13",3,"北埋調報240　北海道埋蔵文化財センター"
2225,273,2519,22,"PLD-4265",-25.66,0.11,"Charred Remain","intcal13",3,"北埋調報240　北海道埋蔵文化財センター"
2226,273,2510,22,"PLD-4266",-24.43,0.1,"Charred Remain","intcal13",3,"北埋調報240　北海道埋蔵文化財センター"
2229,273,2523,21,"PLD-4269",-24.06,0.12,"Charred Remain","intcal13",3,"北埋調報240　北海道埋蔵文化財センター"
2231,273,2516,24,"PLD-4271",-24.53,0.12,"Charred Remain","intcal13",3,"北埋調報240　北海道埋蔵文化財センター"
2232,273,2548,21,"PLD-6625",-26.16,0.2,"Charred Remain","intcal13",3,"北埋調報240　北海道埋蔵文化財センター"
2234,273,2563,21,"PLD-6627",-24.78,0.2,"Charred Remain","intcal13",3,"北埋調報240　北海道埋蔵文化財センター"
2238,273,2686,22,"PLD-6631",-30.4,0.2,"Charred Remain","intcal13",3,"北埋調報240　北海道埋蔵文化財センター"
2242,339,3833,25,"PLD-12026",-29.36,0.24,"Charred Remain","intcal13",3,"洞爺湖町文化財調査報告3集"
2243,339,3792,25,"PLD-12027",-26.5,0.19,"Charred Remain","intcal13",3,"洞爺湖町文化財調査報告3集"
2253,340,2714,18,"PLD-6838",-26.25,0.15,"Pottery Food Residue","intcal13",3,"北埋調報245　北海道埋蔵文化財センター"
2256,341,3680,25,"PLD-3388",-24.8,NA,"Charred Remain","intcal13",3,"北埋調報246　北海道埋蔵文化財センター"
2257,341,4455,25,"PLD-3889",-25.1,NA,"Charred Remain","intcal13",3,"北埋調報246　北海道埋蔵文化財センター"
2259,343,3202,24,"PLD-9547",-25,0.14,"Charred Remain","intcal13",3,"北埋調報257　北海道埋蔵文化財センター"
2260,345,3280,30,"IAAA-72204",-25.96,0.7,"Charred Remain","intcal13",3,"北埋調報264　北海道埋蔵文化財センター"
2262,346,3636,28,"PLD-12076",-27.25,0.19,"Charred Remain","intcal13",3,"北埋調報266　北海道埋蔵文化財センター"
2263,346,3693,24,"PLD-12077",-28.26,0.14,"Charred Remain","intcal13",3,"北埋調報266　北海道埋蔵文化財センター"
2264,346,3590,24,"PLD-12079",-27.18,0.19,"Charred Remain","intcal13",3,"北埋調報266　北海道埋蔵文化財センター"
2265,346,4340,25,"PLD-12080",-27.01,0.14,"Charred Remain","intcal13",3,"北埋調報266　北海道埋蔵文化財センター"
2266,346,3755,25,"PLD-12081",-28.24,0.17,"Charred Remain","intcal13",3,"北埋調報266　北海道埋蔵文化財センター"
2267,346,3525,25,"PLD-12082",-26.33,0.22,"Charred Remain","intcal13",3,"北埋調報266　北海道埋蔵文化財センター"
2268,326,3467,33,"IAAA-82670",-25.06,0.8,"Wood","intcal13",3,"北埋調報269　北海道埋蔵文化財センター"
2270,326,3519,31,"IAAA-82672",-25.06,0.84,"Wood","intcal13",3,"北埋調報269　北海道埋蔵文化財センター"
2271,326,3413,32,"IAAA-82673",-26.54,0.49,"Wood","intcal13",3,"北埋調報269　北海道埋蔵文化財センター"
2272,326,3524,33,"IAAA-82674",-28.66,0.61,"Wood","intcal13",3,"北埋調報269　北海道埋蔵文化財センター"
2273,326,3051,32,"IAAA-82675",-28.4,0.46,"Wood","intcal13",3,"北埋調報269　北海道埋蔵文化財センター"
2274,326,2800,31,"IAAA-82676",-27.44,0.65,"Wood","intcal13",3,"北埋調報269　北海道埋蔵文化財センター"
2275,326,2731,33,"IAAA-82677",-24.47,0.82,"Wood","intcal13",3,"北埋調報269　北海道埋蔵文化財センター"
2276,326,2686,34,"IAAA-82678",-32.17,0.77,"Wood","intcal13",3,"北埋調報269　北海道埋蔵文化財センター"
2277,347,2507,26,"PLD-9633",-25.51,0.17,"Charred Remain","intcal13",3,"北埋調報273　北海道埋蔵文化財センター"
2278,347,3657,29,"PLD-9634",-27.11,0.17,"Charred Remain","intcal13",3,"北埋調報273　北海道埋蔵文化財センター"
2283,348,2500,31,"IAAA-82877",-26.15,0.26,"Charred Remain","intcal13",3,"北埋調報274　北海道埋蔵文化財センター"
2288,348,2409,30,"IAAA-91165",-30.22,0.39,"Charred Remain","intcal13",3,"北埋調報274　北海道埋蔵文化財センター"
2302,348,2510,32,"IAAA-92310",-27.2,0.37,"Charred Remain","intcal13",3,"北埋調報274　北海道埋蔵文化財センター"
2304,348,2577,33,"IAAA-92312",-26.58,0.29,"Charred Remain","intcal13",3,"北埋調報274　北海道埋蔵文化財センター"
2305,349,3804,33,"IAAA-92721",-25.64,0.38,"Charred Remain","intcal13",3,"北埋調報275　北海道埋蔵文化財センター"
2307,349,2640,32,"IAAA-92723",-27.82,0.27,"Charred Remain","intcal13",3,"北埋調報275　北海道埋蔵文化財センター"
2311,351,4655,36,"IAAA-91847",-25.16,0.52,"Wood","intcal13",3,"北埋調報280　北海道埋蔵文化財センター"
2312,351,4728,35,"IAAA-91848",-25.28,0.53,"Wood","intcal13",3,"北埋調報280　北海道埋蔵文化財センター"
2313,351,4678,36,"IAAA-91849",-25.24,0.52,"Wood","intcal13",3,"北埋調報280　北海道埋蔵文化財センター"
2314,351,4823,35,"IAAA-91850",-26.47,0.61,"Wood","intcal13",3,"北埋調報280　北海道埋蔵文化財センター"
2315,351,4386,36,"IAAA-91851",-26.51,0.58,"Wood","intcal13",3,"北埋調報280　北海道埋蔵文化財センター"
2316,351,4455,35,"IAAA-91852",-26.38,0.4,"Wood","intcal13",3,"北埋調報280　北海道埋蔵文化財センター"
2317,352,4062,34,"IAAA-91855",-28.28,0.84,"Wood","intcal13",3,"北埋調報281　北海道埋蔵文化財センター"
2318,352,4167,33,"IAAA-91856",-25.83,0.38,"Wood","intcal13",3,"北埋調報281　北海道埋蔵文化財センター"
2319,352,4564,31,"IAAA-103524",-30.33,0.51,"Wood","intcal13",3,"北埋調報281　北海道埋蔵文化財センター"
2320,352,4619,31,"IAAA-103525",-27.02,0.64,"Charred Remain","intcal13",3,"北埋調報281　北海道埋蔵文化財センター"
2321,352,5596,32,"IAAA-103526",-26.18,0.4,"Charred Remain","intcal13",3,"北埋調報281　北海道埋蔵文化財センター"
2322,352,3617,27,"IAAA-103527",-26.03,0.44,"Wood","intcal13",3,"北埋調報281　北海道埋蔵文化財センター"
2323,352,5649,30,"IAAA-103528",-24.6,0.54,"Charred Remain","intcal13",3,"北埋調報281　北海道埋蔵文化財センター"
2325,352,3621,27,"IAAA-103530",-27.08,0.61,"Wood","intcal13",3,"北埋調報281　北海道埋蔵文化財センター"
2326,352,4661,29,"IAAA-103531",-25.62,0.58,"Wood","intcal13",3,"北埋調報281　北海道埋蔵文化財センター"
2327,352,3650,28,"IAAA-103533",-25.52,0.58,"Wood","intcal13",3,"北埋調報281　北海道埋蔵文化財センター"
2328,353,3962,30,"IAAA-112579",-28.75,0.74,"Wood","intcal13",3,"北埋調報298　北海道埋蔵文化財センター"
2330,353,3984,30,"IAAA-112581",-31.84,0.54,"Wood","intcal13",3,"北埋調報298　北海道埋蔵文化財センター"
2332,353,3773,27,"IAAA-112583",-26.83,0.49,"Wood","intcal13",3,"北埋調報298　北海道埋蔵文化財センター"
2333,354,4470,30,"IAAA-102928",-27.87,0.5,"Wood","intcal13",3,"北埋調報295　北海道埋蔵文化財センター"
2334,354,4160,30,"IAAA-102929",-27.99,0.42,"Wood","intcal13",3,"北埋調報295　北海道埋蔵文化財センター"
2335,354,4440,30,"IAAA-102930",-29.56,0.4,"Wood","intcal13",3,"北埋調報295　北海道埋蔵文化財センター"
2336,354,4940,30,"IAAA-102931",-26.3,0.58,"Wood","intcal13",3,"北埋調報295　北海道埋蔵文化財センター"
2337,354,4430,30,"IAAA-102932",-26.22,0.35,"Wood","intcal13",3,"北埋調報295　北海道埋蔵文化財センター"
2338,354,4450,30,"IAAA-102933",-25.59,0.35,"Wood","intcal13",3,"北埋調報295　北海道埋蔵文化財センター"
2339,354,4710,30,"IAAA-102934",-24.64,0.26,"Wood","intcal13",3,"北埋調報295　北海道埋蔵文化財センター"
2341,354,4880,30,"IAAA-102937",-28.13,0.46,"Wood","intcal13",3,"北埋調報295　北海道埋蔵文化財センター"
2342,355,3979,27,"IAAA-103317",-24.9,0.53,"Wood","intcal13",3,"北埋調報304　北海道埋蔵文化財センター"
2343,355,4796,30,"IAAA-103318",-27.5,0.6,"Wood","intcal13",3,"北埋調報304　北海道埋蔵文化財センター"
2344,355,4857,31,"IAAA-103319",-24.95,0.54,"Wood","intcal13",3,"北埋調報304　北海道埋蔵文化財センター"
2345,355,4743,30,"IAAA-103320",-24.29,0.55,"Wood","intcal13",3,"北埋調報304　北海道埋蔵文化財センター"
2346,355,4687,30,"IAAA-103321",-27.35,0.68,"Wood","intcal13",3,"北埋調報304　北海道埋蔵文化財センター"
2347,355,4587,29,"IAAA-103322",-26.8,0.43,"Wood","intcal13",3,"北埋調報304　北海道埋蔵文化財センター"
2348,355,5479,30,"IAAA-103323",-24.41,0.57,"Wood","intcal13",3,"北埋調報304　北海道埋蔵文化財センター"
2349,355,3942,28,"IAAA-103324",-28,0.51,"Wood","intcal13",3,"北埋調報304　北海道埋蔵文化財センター"
2350,355,3617,28,"IAAA-103325",-26.77,0.55,"Wood","intcal13",3,"北埋調報304　北海道埋蔵文化財センター"
2351,355,3965,28,"IAAA-103326",-25.67,0.59,"Wood","intcal13",3,"北埋調報304　北海道埋蔵文化財センター"
2352,355,3966,28,"IAAA-103327",-24.43,0.42,"Wood","intcal13",3,"北埋調報304　北海道埋蔵文化財センター"
2353,355,7105,35,"IAAA-103328",-25.45,0.52,"Wood","intcal13",3,"北埋調報304　北海道埋蔵文化財センター"
2354,355,7198,35,"IAAA-103329",-26.15,0.67,"Wood","intcal13",3,"北埋調報304　北海道埋蔵文化財センター"
2355,355,4788,31,"IAAA-103330",-29.09,0.73,"Wood","intcal13",3,"北埋調報304　北海道埋蔵文化財センター"
2356,355,4769,30,"IAAA-103331",-26.34,0.36,"Wood","intcal13",3,"北埋調報304　北海道埋蔵文化財センター"
2357,355,4782,29,"IAAA-112213",-25.4,0.46,"Wood","intcal13",3,"北埋調報304　北海道埋蔵文化財センター"
2363,354,3715,30,"PLD-3375",-26.55,0.13,"Charred Remain","intcal13",3,"北埋調報282　北海道埋蔵文化財センター"
2364,354,3745,25,"PLD-3376",-24.88,0.12,"Charred Remain","intcal13",3,"北埋調報282　北海道埋蔵文化財センター"
2365,354,3765,25,"PLD-3377",-25.86,0.12,"Charred Remain","intcal13",3,"北埋調報282　北海道埋蔵文化財センター"
2366,354,3730,25,"PLD-3378",-25.1,0.11,"Charred Remain","intcal13",3,"北埋調報282　北海道埋蔵文化財センター"
2367,354,3740,25,"PLD-3379",-25.26,0.11,"Charred Remain","intcal13",3,"北埋調報282　北海道埋蔵文化財センター"
2368,354,3705,25,"PLD-3380",-24.64,0.11,"Charred Remain","intcal13",3,"北埋調報282　北海道埋蔵文化財センター"
2370,354,3660,25,"PLD-3382",-26.15,0.11,"Charred Remain","intcal13",3,"北埋調報282　北海道埋蔵文化財センター"
2371,354,3615,25,"PLD-3383",-24.62,0.11,"Charred Remain","intcal13",3,"北埋調報282　北海道埋蔵文化財センター"
2372,354,3635,25,"PLD-3384",-24.99,0.11,"Charred Remain","intcal13",3,"北埋調報282　北海道埋蔵文化財センター"
2413,358,4540,40,"IAAA-72173",-26.94,0.65,"Charred Remain","intcal13",3,"北埋調報285　北海道埋蔵文化財センター"
2414,358,4490,40,"IAAA-72174",-27.66,0.32,"Charred Remain","intcal13",3,"北埋調報285　北海道埋蔵文化財センター"
2415,358,3490,30,"IAAA-72175",-25.99,0.83,"Charred Remain","intcal13",3,"北埋調報285　北海道埋蔵文化財センター"
2416,358,3530,30,"IAAA-72176",-26.58,0.56,"Charred Remain","intcal13",3,"北埋調報285　北海道埋蔵文化財センター"
2417,358,3410,30,"IAAA-72177",-26.09,0.86,"Charred Remain","intcal13",3,"北埋調報285　北海道埋蔵文化財センター"
2420,358,3220,30,"IAAA-72182",-27,0.5,"Charred Remain","intcal13",3,"北埋調報285　北海道埋蔵文化財センター"
2422,359,4037,35,"IAAA-91740",-25.29,0.35,"Wood","intcal13",3,"北埋調報287　北海道埋蔵文化財センター"
2423,359,3525,35,"IAAA-91741",-27.49,0.62,"Wood","intcal13",3,"北埋調報287　北海道埋蔵文化財センター"
2424,359,3725,35,"IAAA-91742",-26.44,0.65,"Wood","intcal13",3,"北埋調報287　北海道埋蔵文化財センター"
2425,359,3808,35,"IAAA-91743",-26.77,0.47,"Wood","intcal13",3,"北埋調報287　北海道埋蔵文化財センター"
2426,359,3339,35,"IAAA-91744",-24.09,0.58,"Wood","intcal13",3,"北埋調報287　北海道埋蔵文化財センター"
2427,359,3730,34,"IAAA-91745",-25.88,0.51,"Wood","intcal13",3,"北埋調報287　北海道埋蔵文化財センター"
2428,359,5590,37,"IAAA-91746",-24.55,0.7,"Wood","intcal13",3,"北埋調報287　北海道埋蔵文化財センター"
2429,359,3488,33,"IAAA-91747",-26.35,0.71,"Wood","intcal13",3,"北埋調報287　北海道埋蔵文化財センター"
2431,359,3278,33,"IAAA-91749",-24.5,0.63,"Wood","intcal13",3,"北埋調報287　北海道埋蔵文化財センター"
2432,359,3280,33,"IAAA-91750",-25.43,0.65,"Wood","intcal13",3,"北埋調報287　北海道埋蔵文化財センター"
2435,359,3799,34,"IAAA-91753",-24.89,0.64,"Wood","intcal13",3,"北埋調報287　北海道埋蔵文化財センター"
2436,359,3894,32,"IAAA-91754",-25.75,0.43,"Wood","intcal13",3,"北埋調報287　北海道埋蔵文化財センター"
2438,359,3940,33,"IAAA-91756",-25.86,0.58,"Wood","intcal13",3,"北埋調報287　北海道埋蔵文化財センター"
2439,359,3809,33,"IAAA-91757",-26.18,0.51,"Wood","intcal13",3,"北埋調報287　北海道埋蔵文化財センター"
2440,359,3709,35,"IAAA-91758",-25.86,0.51,"Wood","intcal13",3,"北埋調報287　北海道埋蔵文化財センター"
2441,359,3801,34,"IAAA-91759",-26.44,0.61,"Wood","intcal13",3,"北埋調報287　北海道埋蔵文化財センター"
2442,359,3973,34,"IAAA-91760",-26.01,0.67,"Wood","intcal13",3,"北埋調報287　北海道埋蔵文化財センター"
2443,359,3915,34,"IAAA-91761",-26.62,0.53,"Wood","intcal13",3,"北埋調報287　北海道埋蔵文化財センター"
2444,359,3854,33,"IAAA-91762",-24.55,0.67,"Wood","intcal13",3,"北埋調報287　北海道埋蔵文化財センター"
2446,359,3888,34,"IAAA-91764",-25.9,0.63,"Wood","intcal13",3,"北埋調報287　北海道埋蔵文化財センター"
2447,359,3890,34,"IAAA-91765",-25.34,0.62,"Wood","intcal13",3,"北埋調報287　北海道埋蔵文化財センター"
2448,359,3915,35,"IAAA-91766",-27.03,0.52,"Wood","intcal13",3,"北埋調報287　北海道埋蔵文化財センター"
2449,359,3977,35,"IAAA-91767",-26.28,0.68,"Wood","intcal13",3,"北埋調報287　北海道埋蔵文化財センター"
2450,359,6759,42,"IAAA-91768",-28.24,0.57,"Wood","intcal13",3,"北埋調報287　北海道埋蔵文化財センター"
2451,359,3838,35,"IAAA-91769",-25.71,0.55,"Wood","intcal13",3,"北埋調報287　北海道埋蔵文化財センター"
2452,359,3971,35,"IAAA-91770",-25.68,0.65,"Wood","intcal13",3,"北埋調報287　北海道埋蔵文化財センター"
2453,359,3741,35,"IAAA-91771",-25,0.64,"Wood","intcal13",3,"北埋調報287　北海道埋蔵文化財センター"
2454,359,3790,28,"IAAA-102472",-26.94,0.55,"Charred Remain","intcal13",3,"北埋調報287　北海道埋蔵文化財センター"
2455,359,3820,28,"IAAA-102473",-24.45,0.48,"Charred Remain","intcal13",3,"北埋調報287　北海道埋蔵文化財センター"
2457,359,3707,29,"IAAA-102475",-24.6,0.4,"Wood","intcal13",3,"北埋調報287　北海道埋蔵文化財センター"
2458,359,3699,29,"IAAA-102476",-27.12,0.47,"Wood","intcal13",3,"北埋調報287　北海道埋蔵文化財センター"
2460,359,3811,28,"IAAA-102478",-25,0.38,"Wood","intcal13",3,"北埋調報287　北海道埋蔵文化財センター"
2461,359,3837,28,"IAAA-102479",-25.79,0.54,"Wood","intcal13",3,"北埋調報287　北海道埋蔵文化財センター"
2462,359,3806,29,"IAAA-102480",-28.28,0.51,"Wood","intcal13",3,"北埋調報287　北海道埋蔵文化財センター"
2463,359,3967,29,"IAAA-102481",-25.56,0.38,"Wood","intcal13",3,"北埋調報287　北海道埋蔵文化財センター"
2464,360,4736,28,"IAAA-112561",-24.98,0.49,"Charred Remain","intcal13",3,"北埋調報294　北海道埋蔵文化財センター"
2465,360,4995,28,"IAAA-112562",-25.73,0.44,"Charred Remain","intcal13",3,"北埋調報294　北海道埋蔵文化財センター"
2466,360,4696,28,"IAAA-112563",-26.4,0.42,"Charred Remain","intcal13",3,"北埋調報294　北海道埋蔵文化財センター"
2467,360,4755,28,"IAAA-112564",-31.08,0.46,"Charred Remain","intcal13",3,"北埋調報294　北海道埋蔵文化財センター"
2468,360,4782,28,"IAAA-112565",-27.41,0.44,"Charred Remain","intcal13",3,"北埋調報294　北海道埋蔵文化財センター"
2469,361,3690,27,"IAAA-112584",-24.44,0.51,"Wood","intcal13",3,"北埋調報305　北海道埋蔵文化財センター"
2472,361,3748,24,"IAAA-122281",-31.31,0.42,"Wood","intcal13",3,"北埋調報305　北海道埋蔵文化財センター"
2473,361,3626,22,"IAAA-122282",-25.69,0.28,"Wood","intcal13",3,"北埋調報305　北海道埋蔵文化財センター"
2474,361,3765,22,"IAAA-122283",-25.67,0.27,"Charred Remain","intcal13",3,"北埋調報305　北海道埋蔵文化財センター"
2475,361,3996,23,"IAAA-122284",-27.02,0.26,"Wood","intcal13",3,"北埋調報305　北海道埋蔵文化財センター"
2476,361,3842,25,"IAAA-122285",-29.69,0.48,"Wood","intcal13",3,"北埋調報305　北海道埋蔵文化財センター"
2478,362,4117,29,"IAAA-123275",-26.7,0.27,"Wood","intcal13",3,"北埋調報310　北海道埋蔵文化財センター"
2479,362,3610,27,"IAAA-123276",-26.71,0.43,"Wood","intcal13",3,"北埋調報310　北海道埋蔵文化財センター"
2480,363,3027,25,"IAAA-122286",-25.75,0.5,"Charred Remain","intcal13",3,"北埋調報313　北海道埋蔵文化財センター"
2481,363,2919,27,"IAAA-122287",-25.53,0.66,"Charred Remain","intcal13",3,"北埋調報313　北海道埋蔵文化財センター"
2482,363,2997,27,"IAAA-122288",-28.57,0.28,"Charred Remain","intcal13",3,"北埋調報313　北海道埋蔵文化財センター"
2483,363,3006,26,"IAAA-122289",-24.51,0.67,"Charred Remain","intcal13",3,"北埋調報313　北海道埋蔵文化財センター"
2485,363,2591,24,"IAAA-141110",-29.95,0.36,"Lacquer","intcal13",3,"北埋調報313　北海道埋蔵文化財センター"
2486,363,3311,24,"IAAA-141111",-25.53,0.51,"Lacquer","intcal13",3,"北埋調報313　北海道埋蔵文化財センター"
2488,364,4126,28,"IAAA-123267",-25.26,0.29,"Charred Remain","intcal13",3,"北埋調報314　北海道埋蔵文化財センター"
2489,364,3873,28,"IAAA-123268",-24.52,0.44,"Charred Remain","intcal13",3,"北埋調報314　北海道埋蔵文化財センター"
2490,364,4142,28,"IAAA-123269",-26.63,0.42,"Charred Remain","intcal13",3,"北埋調報314　北海道埋蔵文化財センター"
2491,364,3937,27,"IAAA-123270",-26.37,0.41,"Charred Remain","intcal13",3,"北埋調報314　北海道埋蔵文化財センター"
2493,364,4476,26,"IAAA-123272",-25.16,0.35,"Charred Remain","intcal13",3,"北埋調報314　北海道埋蔵文化財センター"
2494,364,3556,26,"IAAA-123273",-27.13,0.29,"Charred Remain","intcal13",3,"北埋調報314　北海道埋蔵文化財センター"
2496,365,4994,24,"PLD-28526",-24.72,0.16,"Pottery Food Residue","intcal13",3,"北埋調報316　北海道埋蔵文化財センター"
2497,365,5066,24,"PLD-28527",-27.36,0.17,"Pottery Food Residue","intcal13",3,"北埋調報316　北海道埋蔵文化財センター"
2498,366,5091,35,"IAAA-91772",-24.53,0.51,"Wood","intcal13",3,"北埋調報317　北海道埋蔵文化財センター"
